,week-year,state,new_case
3100,25-2022,OH,16159
3101,25-2022,OK,6949
3102,25-2022,OR,10876
3103,25-2022,PA,15350
3104,25-2022,PR,25134
3105,25-2022,PW,20
3106,25-2022,RI,1723
3107,25-2022,RMI,0
3108,25-2022,SC,10901
3109,25-2022,SD,971
3110,25-2022,TN,15339
3111,25-2022,TX,66214
3112,25-2022,UT,6776
3113,25-2022,VA,17379
3114,25-2022,VI,164
3115,25-2022,VT,574
3116,25-2022,WA,18399
3117,25-2022,WI,11218
3118,25-2022,WV,4176
3119,25-2022,WY,1180
3120,26-2021,AK,272
3121,26-2021,AL,1680
3122,26-2021,AR,3418
3123,26-2021,AS,0
3124,26-2021,AZ,3807
3125,26-2021,CA,3400
3126,26-2021,CO,2540
3127,26-2021,CT,353
3128,26-2021,DC,73
3129,26-2021,DE,182
3130,26-2021,FL,17847
3131,26-2021,FSM,0
3132,26-2021,GA,2804
3133,26-2021,GU,45
3134,26-2021,HI,301
3135,26-2021,IA,594
3136,26-2021,ID,502
3137,26-2021,IL,2176
3138,26-2021,IN,2082
3139,26-2021,KS,1309
3140,26-2021,KY,1210
3141,26-2021,LA,3229
3142,26-2021,MA,472
3143,26-2021,MD,457
3144,26-2021,ME,148
3145,26-2021,MI,1280
3146,26-2021,MN,620
3147,26-2021,MO,6550
3148,26-2021,MP,0
3149,26-2021,MS,1218
3150,26-2021,MT,347
3151,26-2021,NC,2960
3152,26-2021,ND,75
3153,26-2021,NE,507
3154,26-2021,NH,152
3155,26-2021,NJ,1433
3156,26-2021,NM,410
3157,26-2021,NV,3180
3158,26-2021,NY,1088
3159,26-2021,NYC,1287
3160,26-2021,OH,1743
3161,26-2021,OK,1811
3162,26-2021,OR,1151
3163,26-2021,PA,1135
3164,26-2021,PR,311
3165,26-2021,PW,0
3166,26-2021,RI,124
3167,26-2021,RMI,0
3168,26-2021,SC,1313
3169,26-2021,SD,95
3170,26-2021,TN,1669
3171,26-2021,TX,10030
3172,26-2021,UT,2729
3173,26-2021,VA,1224
3174,26-2021,VI,72
3175,26-2021,VT,34
3176,26-2021,WA,2486
3177,26-2021,WI,609
3178,26-2021,WV,322
3179,26-2021,WY,494
3180,26-2022,AK,2597
3181,26-2022,AL,12339
3182,26-2022,AR,7716
3183,26-2022,AS,91
3184,26-2022,AZ,16514
3185,26-2022,CA,132735
3186,26-2022,CO,14919
3187,26-2022,CT,4808
3188,26-2022,DC,1486
3189,26-2022,DE,1771
3190,26-2022,FL,72761
3191,26-2022,FSM,0
3192,26-2022,GA,20971
3193,26-2022,GU,833
3194,26-2022,HI,5239
3195,26-2022,IA,4286
3196,26-2022,ID,3353
3197,26-2022,IL,28216
3198,26-2022,IN,11010
3199,26-2022,KS,4988
3200,26-2022,KY,12369
3201,26-2022,LA,11125
3202,26-2022,MA,10779
3203,26-2022,MD,10187
3204,26-2022,ME,1490
3205,26-2022,MI,14353
3206,26-2022,MN,7545
3207,26-2022,MO,13566
3208,26-2022,MP,260
3209,26-2022,MS,8368
3210,26-2022,MT,2128
3211,26-2022,NC,26196
3212,26-2022,ND,1358
3213,26-2022,NE,3474
3214,26-2022,NH,1536
3215,26-2022,NJ,21949
3216,26-2022,NM,6419
3217,26-2022,NV,8713
3218,26-2022,NY,16525
3219,26-2022,NYC,25724
3220,26-2022,OH,17225
3221,26-2022,OK,8719
3222,26-2022,OR,10894
3223,26-2022,PA,16032
3224,26-2022,PR,21445
3225,26-2022,PW,36
3226,26-2022,RI,1796
3227,26-2022,RMI,8
3228,26-2022,SC,11845
3229,26-2022,SD,1254
3230,26-2022,TN,16682
3231,26-2022,TX,75669
3232,26-2022,UT,7388
3233,26-2022,VA,22546
3234,26-2022,VI,171
3235,26-2022,VT,524
3236,26-2022,WA,19613
3237,26-2022,WI,10483
3238,26-2022,WV,3951
3239,26-2022,WY,1116
3240,27-2021,AK,327
3241,27-2021,AL,2709
3242,27-2021,AR,5138
3243,27-2021,AS,0
3244,27-2021,AZ,4118
3245,27-2021,CA,10889
3246,27-2021,CO,2464
3247,27-2021,CT,473
3248,27-2021,DC,91
3249,27-2021,DE,164
3250,27-2021,FL,28327
3251,27-2021,FSM,0
3252,27-2021,GA,4116
3253,27-2021,GU,62
3254,27-2021,HI,382
3255,27-2021,IA,601
3256,27-2021,ID,694
3257,27-2021,IL,3170
3258,27-2021,IN,2374
3259,27-2021,KS,1933
3260,27-2021,KY,1775
3261,27-2021,LA,5292
3262,27-2021,MA,730
3263,27-2021,MD,572
3264,27-2021,ME,141
3265,27-2021,MI,1553
3266,27-2021,MN,699
3267,27-2021,MO,10066
3268,27-2021,MP,2
3269,27-2021,MS,1786
3270,27-2021,MT,377
3271,27-2021,NC,3956
3272,27-2021,ND,113
3273,27-2021,NE,488
3274,27-2021,NH,156
3275,27-2021,NJ,1675
3276,27-2021,NM,586
3277,27-2021,NV,3530
3278,27-2021,NY,1397
3279,27-2021,NYC,2484
3280,27-2021,OH,1747
3281,27-2021,OK,2478
3282,27-2021,OR,1246
3283,27-2021,PA,1253
3284,27-2021,PR,551
3285,27-2021,PW,0
3286,27-2021,RI,166
3287,27-2021,RMI,0
3288,27-2021,SC,1823
3289,27-2021,SD,93
3290,27-2021,TN,2686
3291,27-2021,TX,12373
3292,27-2021,UT,2991
3293,27-2021,VA,1529
3294,27-2021,VI,117
3295,27-2021,VT,41
3296,27-2021,WA,2964
3297,27-2021,WI,808
3298,27-2021,WV,337
3299,27-2021,WY,529
3300,27-2022,AK,2250
3301,27-2022,AL,16257
3302,27-2022,AR,8431
3303,27-2022,AS,0
3304,27-2022,AZ,20198
3305,27-2022,CA,122812
3306,27-2022,CO,13296
3307,27-2022,CT,4697
3308,27-2022,DC,1245
3309,27-2022,DE,1675
3310,27-2022,FL,70272
3311,27-2022,FSM,0
3312,27-2022,GA,19989
3313,27-2022,GU,756
3314,27-2022,HI,4102
3315,27-2022,IA,4281
3316,27-2022,ID,3676
3317,27-2022,IL,27543
3318,27-2022,IN,11173
3319,27-2022,KS,5395
3320,27-2022,KY,13388
3321,27-2022,LA,12088
3322,27-2022,MA,9904
3323,27-2022,MD,9453
3324,27-2022,ME,1265
3325,27-2022,MI,13102
3326,27-2022,MN,7244
3327,27-2022,MO,12708
3328,27-2022,MP,0
3329,27-2022,MS,8448
3330,27-2022,MT,2200
3331,27-2022,NC,25223
3332,27-2022,ND,1557
3333,27-2022,NE,3535
3334,27-2022,NH,1425
3335,27-2022,NJ,21929
3336,27-2022,NM,6188
3337,27-2022,NV,6996
3338,27-2022,NY,17321
3339,27-2022,NYC,26184
3340,27-2022,OH,18838
3341,27-2022,OK,5460
3342,27-2022,OR,10198
3343,27-2022,PA,15914
3344,27-2022,PR,18177
3345,27-2022,PW,32
3346,27-2022,RI,1572
3347,27-2022,RMI,21
3348,27-2022,SC,12266
3349,27-2022,SD,1182
3350,27-2022,TN,16723
3351,27-2022,TX,72837
3352,27-2022,UT,6872
3353,27-2022,VA,18908
3354,27-2022,VI,143
3355,27-2022,VT,384
3356,27-2022,WA,17305
3357,27-2022,WI,9875
3358,27-2022,WV,4230
3359,27-2022,WY,1163
3360,28-2021,AK,755
3361,28-2021,AL,5139
3362,28-2021,AR,7299
3363,28-2021,AS,0
3364,28-2021,AZ,6632
3365,28-2021,CA,23532
3366,28-2021,CO,3228
3367,28-2021,CT,818
3368,28-2021,DC,221
3369,28-2021,DE,298
3370,28-2021,FL,52473
3371,28-2021,FSM,0
3372,28-2021,GA,7089
3373,28-2021,GU,32
3374,28-2021,HI,643
3375,28-2021,IA,1120
3376,28-2021,ID,1044
3377,28-2021,IL,4858
3378,28-2021,IN,3257
3379,28-2021,KS,2990
3380,28-2021,KY,3224
3381,28-2021,LA,8918
3382,28-2021,MA,1587
3383,28-2021,MD,924
3384,28-2021,ME,271
3385,28-2021,MI,2222
3386,28-2021,MN,1251
3387,28-2021,MO,13691
3388,28-2021,MP,2
3389,28-2021,MS,3689
3390,28-2021,MT,421
3391,28-2021,NC,6714
3392,28-2021,ND,155
3393,28-2021,NE,727
3394,28-2021,NH,198
3395,28-2021,NJ,2715
3396,28-2021,NM,963
3397,28-2021,NV,5156
3398,28-2021,NY,2283
3399,28-2021,NYC,3595
3400,28-2021,OH,2772
3401,28-2021,OK,4446
3402,28-2021,OR,1855
3403,28-2021,PA,2211
3404,28-2021,PR,1033
3405,28-2021,PW,0
3406,28-2021,RI,259
3407,28-2021,RMI,0
3408,28-2021,SC,3253
3409,28-2021,SD,160
3410,28-2021,TN,4308
3411,28-2021,TX,20383
3412,28-2021,UT,3748
3413,28-2021,VA,2523
3414,28-2021,VI,153
3415,28-2021,VT,73
3416,28-2021,WA,5113
3417,28-2021,WI,1251
3418,28-2021,WV,496
3419,28-2021,WY,561
3420,28-2022,AK,2462
3421,28-2022,AL,16931
3422,28-2022,AR,9337
3423,28-2022,AS,639
3424,28-2022,AZ,15280
3425,28-2022,CA,154247
3426,28-2022,CO,12796
3427,28-2022,CT,5298
3428,28-2022,DC,1181
3429,28-2022,DE,2188
3430,28-2022,FL,77365
3431,28-2022,FSM,0
3432,28-2022,GA,26603
3433,28-2022,GU,778
3434,28-2022,HI,4213
3435,28-2022,IA,5051
3436,28-2022,ID,3853
3437,28-2022,IL,33066
3438,28-2022,IN,11371
3439,28-2022,KS,7346
3440,28-2022,KY,15159
3441,28-2022,LA,14737
3442,28-2022,MA,7872
3443,28-2022,MD,11223
3444,28-2022,ME,1525
3445,28-2022,MI,16681
3446,28-2022,MN,9521
3447,28-2022,MO,15088
3448,28-2022,MP,364
3449,28-2022,MS,10856
3450,28-2022,MT,2681
3451,28-2022,NC,30062
3452,28-2022,ND,1801
3453,28-2022,NE,4030
3454,28-2022,NH,1673
3455,28-2022,NJ,24992
3456,28-2022,NM,6717
3457,28-2022,NV,8692
3458,28-2022,NY,20221
3459,28-2022,NYC,33028
3460,28-2022,OH,24465
3461,28-2022,OK,15717
3462,28-2022,OR,10094
3463,28-2022,PA,19884
3464,28-2022,PR,15752
3465,28-2022,PW,39
3466,28-2022,RI,1921
3467,28-2022,RMI,2
3468,28-2022,SC,15355
3469,28-2022,SD,1569
3470,28-2022,TN,20063
3471,28-2022,TX,89037
3472,28-2022,UT,7789
3473,28-2022,VA,20782
3474,28-2022,VI,223
3475,28-2022,VT,524
3476,28-2022,WA,18605
3477,28-2022,WI,12106
3478,28-2022,WV,5444
3479,28-2022,WY,1767
3480,29-2021,AK,1330
3481,29-2021,AL,10207
3482,29-2021,AR,10898
3483,29-2021,AS,0
3484,29-2021,AZ,8392
3485,29-2021,CA,43051
3486,29-2021,CO,4172
3487,29-2021,CT,1423
3488,29-2021,DC,336
3489,29-2021,DE,364
3490,29-2021,FL,84672
3491,29-2021,FSM,0
3492,29-2021,GA,12670
3493,29-2021,GU,26
3494,29-2021,HI,1164
3495,29-2021,IA,1612
3496,29-2021,ID,1503
3497,29-2021,IL,8341
3498,29-2021,IN,4483
3499,29-2021,KS,4111
3500,29-2021,KY,5535
3501,29-2021,LA,18100
3502,29-2021,MA,3076
3503,29-2021,MD,1612
3504,29-2021,ME,448
3505,29-2021,MI,3628
3506,29-2021,MN,1917
3507,29-2021,MO,16744
3508,29-2021,MP,1
3509,29-2021,MS,7332
3510,29-2021,MT,616
3511,29-2021,NC,11223
3512,29-2021,ND,218
3513,29-2021,NE,1059
3514,29-2021,NH,270
3515,29-2021,NJ,4613
3516,29-2021,NM,1383
3517,29-2021,NV,6058
3518,29-2021,NY,4074
3519,29-2021,NYC,6022
3520,29-2021,OH,4559
3521,29-2021,OK,7526
3522,29-2021,OR,2947
3523,29-2021,PA,3535
3524,29-2021,PR,1943
3525,29-2021,PW,0
3526,29-2021,RI,470
3527,29-2021,RMI,0
3528,29-2021,SC,5651
3529,29-2021,SD,216
3530,29-2021,TN,7893
3531,29-2021,TX,34437
3532,29-2021,UT,4416
3533,29-2021,VA,4124
3534,29-2021,VI,189
3535,29-2021,VT,128
3536,29-2021,WA,6755
3537,29-2021,WI,2430
3538,29-2021,WV,823
3539,29-2021,WY,733
3540,29-2022,AK,2369
3541,29-2022,AL,17200
3542,29-2022,AR,8988
3543,29-2022,AS,327
3544,29-2022,AZ,18135
3545,29-2022,CA,144455
3546,29-2022,CO,12160
3547,29-2022,CT,5522
3548,29-2022,DC,1686
3549,29-2022,DE,2353
3550,29-2022,FL,75735
3551,29-2022,FSM,637
3552,29-2022,GA,27231
3553,29-2022,GU,562
3554,29-2022,HI,4244
3555,29-2022,IA,5642
3556,29-2022,ID,3721
3557,29-2022,IL,32268
3558,29-2022,IN,14728
3559,29-2022,KS,7626
3560,29-2022,KY,17326
3561,29-2022,LA,14206
3562,29-2022,MA,11525
3563,29-2022,MD,11196
3564,29-2022,ME,1391
3565,29-2022,MI,16445
3566,29-2022,MN,9500
3567,29-2022,MO,14201
3568,29-2022,MP,205
3569,29-2022,MS,9979
3570,29-2022,MT,2314
3571,29-2022,NC,33111
3572,29-2022,ND,1799
3573,29-2022,NE,3599
3574,29-2022,NH,983
3575,29-2022,NJ,26376
3576,29-2022,NM,6821
3577,29-2022,NV,5468
3578,29-2022,NY,20797
3579,29-2022,NYC,31806
3580,29-2022,OH,26610
3581,29-2022,OK,12080
3582,29-2022,OR,9009
3583,29-2022,PA,20535
3584,29-2022,PR,19067
3585,29-2022,PW,0
3586,29-2022,RI,1739
3587,29-2022,RMI,10
3588,29-2022,SC,16940
3589,29-2022,SD,1514
3590,29-2022,TN,20349
3591,29-2022,TX,82158
3592,29-2022,UT,6870
3593,29-2022,VA,21367
3594,29-2022,VI,243
3595,29-2022,VT,424
3596,29-2022,WA,17118
3597,29-2022,WI,13307
3598,29-2022,WV,5890
3599,29-2022,WY,1292
3600,30-2021,AK,1590
3601,30-2021,AL,16596
3602,30-2021,AR,12124
3603,30-2021,AS,0
3604,30-2021,AZ,11575
3605,30-2021,CA,57654
3606,30-2021,CO,5730
3607,30-2021,CT,2516
3608,30-2021,DC,467
3609,30-2021,DE,640
3610,30-2021,FL,121697
3611,30-2021,FSM,0
3612,30-2021,GA,23536
3613,30-2021,GU,52
3614,30-2021,HI,1902
3615,30-2021,IA,2739
3616,30-2021,ID,2296
3617,30-2021,IL,12254
3618,30-2021,IN,7149
3619,30-2021,KS,5738
3620,30-2021,KY,9098
3621,30-2021,LA,30008
3622,30-2021,MA,4878
3623,30-2021,MD,2905
3624,30-2021,ME,606
3625,30-2021,MI,5131
3626,30-2021,MN,3381
3627,30-2021,MO,18391
3628,30-2021,MP,2
3629,30-2021,MS,11247
3630,30-2021,MT,1149
3631,30-2021,NC,19802
3632,30-2021,ND,437
3633,30-2021,NE,1654
3634,30-2021,NH,570
3635,30-2021,NJ,6237
3636,30-2021,NM,2077
3637,30-2021,NV,7401
3638,30-2021,NY,6986
3639,30-2021,NYC,8721
3640,30-2021,OH,7668
3641,30-2021,OK,10843
3642,30-2021,OR,5239
3643,30-2021,PA,5965
3644,30-2021,PR,2974
3645,30-2021,PW,0
3646,30-2021,RI,909
3647,30-2021,RMI,0
3648,30-2021,SC,11528
3649,30-2021,SD,313
3650,30-2021,TN,14591
3651,30-2021,TX,61931
3652,30-2021,UT,5663
3653,30-2021,VA,6550
3654,30-2021,VI,254
3655,30-2021,VT,209
3656,30-2021,WA,6694
3657,30-2021,WI,5496
3658,30-2021,WV,1401
3659,30-2021,WY,922
3660,30-2022,AK,2033
3661,30-2022,AL,15985
3662,30-2022,AR,8580
3663,30-2022,AS,0
3664,30-2022,AZ,17249
3665,30-2022,CA,123271
3666,30-2022,CO,10373
3667,30-2022,CT,6021
3668,30-2022,DC,1277
3669,30-2022,DE,2422
3670,30-2022,FL,72589
3671,30-2022,FSM,4277
3672,30-2022,GA,29524
3673,30-2022,GU,1045
3674,30-2022,HI,3980
3675,30-2022,IA,5241
3676,30-2022,ID,3318
3677,30-2022,IL,35371
3678,30-2022,IN,15576
3679,30-2022,KS,7519
3680,30-2022,KY,15185
3681,30-2022,LA,11497
3682,30-2022,MA,11075
3683,30-2022,MD,11428
3684,30-2022,ME,1483
3685,30-2022,MI,19653
3686,30-2022,MN,10056
3687,30-2022,MO,14286
3688,30-2022,MP,175
3689,30-2022,MS,9092
3690,30-2022,MT,2259
3691,30-2022,NC,35522
3692,30-2022,ND,1855
3693,30-2022,NE,4120
3694,30-2022,NH,1853
3695,30-2022,NJ,26008
3696,30-2022,NM,6637
3697,30-2022,NV,4050
3698,30-2022,NY,20271
3699,30-2022,NYC,28068
3700,30-2022,OH,29876
3701,30-2022,OK,12075
3702,30-2022,OR,8003
3703,30-2022,PA,24695
3704,30-2022,PR,17218
3705,30-2022,PW,0
3706,30-2022,RI,1830
3707,30-2022,RMI,5
3708,30-2022,SC,16247
3709,30-2022,SD,1498
3710,30-2022,TN,18760
3711,30-2022,TX,68353
3712,30-2022,UT,5866
3713,30-2022,VA,21349
3714,30-2022,VI,206
3715,30-2022,VT,321
3716,30-2022,WA,15195
3717,30-2022,WI,14075
3718,30-2022,WV,6330
3719,30-2022,WY,1354
3720,31-2021,AK,1995
3721,31-2021,AL,19946
3722,31-2021,AR,16456
3723,31-2021,AS,0
3724,31-2021,AZ,16180
3725,31-2021,CA,89637
3726,31-2021,CO,6864
3727,31-2021,CT,3603
3728,31-2021,DC,750
3729,31-2021,DE,1085
3730,31-2021,FL,140485
3731,31-2021,FSM,0
3732,31-2021,GA,32507
3733,31-2021,GU,150
3734,31-2021,HI,3334
3735,31-2021,IA,4282
3736,31-2021,ID,3631
3737,31-2021,IL,17492
3738,31-2021,IN,10743
3739,31-2021,KS,6916
3740,31-2021,KY,14159
3741,31-2021,LA,34035
3742,31-2021,MA,6797
3743,31-2021,MD,4568
3744,31-2021,ME,903
3745,31-2021,MI,5203
3746,31-2021,MN,5252
3747,31-2021,MO,20084
3748,31-2021,MP,16
3749,31-2021,MS,15924
3750,31-2021,MT,1557
3751,31-2021,NC,27281
3752,31-2021,ND,652
3753,31-2021,NE,2354
3754,31-2021,NH,1047
3755,31-2021,NJ,8700
3756,31-2021,NM,3454
3757,31-2021,NV,7333
3758,31-2021,NY,11104
3759,31-2021,NYC,11843
3760,31-2021,OH,11640
3761,31-2021,OK,13648
3762,31-2021,OR,7531
3763,31-2021,PA,9975
3764,31-2021,PR,4561
3765,31-2021,PW,0
3766,31-2021,RI,1404
3767,31-2021,RMI,0
3768,31-2021,SC,18481
3769,31-2021,SD,586
3770,31-2021,TN,21829
3771,31-2021,TX,84929
3772,31-2021,UT,5936
3773,31-2021,VA,10818
3774,31-2021,VI,331
3775,31-2021,VT,419
3776,31-2021,WA,16683
3777,31-2021,WI,8196
3778,31-2021,WV,2270
3779,31-2021,WY,1405
3780,31-2022,AK,2573
3781,31-2022,AL,13820
3782,31-2022,AR,6767
3783,31-2022,AS,481
3784,31-2022,AZ,15034
3785,31-2022,CA,108719
3786,31-2022,CO,9129
3787,31-2022,CT,5449
3788,31-2022,DC,865
3789,31-2022,DE,2149
3790,31-2022,FL,62029
3791,31-2022,FSM,1739
3792,31-2022,GA,27665
3793,31-2022,GU,717
3794,31-2022,HI,3593
3795,31-2022,IA,6426
3796,31-2022,ID,2900
3797,31-2022,IL,30762
3798,31-2022,IN,14888
3799,31-2022,KS,6722
3800,31-2022,KY,13202
3801,31-2022,LA,11798
3802,31-2022,MA,10584
3803,31-2022,MD,10753
3804,31-2022,ME,1462
3805,31-2022,MI,20173
3806,31-2022,MN,10442
3807,31-2022,MO,12363
3808,31-2022,MP,159
3809,31-2022,MS,8333
3810,31-2022,MT,2147
3811,31-2022,NC,32222
3812,31-2022,ND,1939
3813,31-2022,NE,3726
3814,31-2022,NH,1214
3815,31-2022,NJ,22228
3816,31-2022,NM,5558
3817,31-2022,NV,5729
3818,31-2022,NY,18968
3819,31-2022,NYC,26784
3820,31-2022,OH,27785
3821,31-2022,OK,12488
3822,31-2022,OR,8441
3823,31-2022,PA,22179
3824,31-2022,PR,19487
3825,31-2022,PW,0
3826,31-2022,RI,1968
3827,31-2022,RMI,4
3828,31-2022,SC,16593
3829,31-2022,SD,1574
3830,31-2022,TN,17806
3831,31-2022,TX,76422
3832,31-2022,UT,5150
3833,31-2022,VA,19975
3834,31-2022,VI,182
3835,31-2022,VT,407
3836,31-2022,WA,12841
3837,31-2022,WI,13171
3838,31-2022,WV,6168
3839,31-2022,WY,1290
3840,32-2021,AK,2162
3841,32-2021,AL,27136
3842,32-2021,AR,15382
3843,32-2021,AS,0
3844,32-2021,AZ,18995
3845,32-2021,CA,82274
3846,32-2021,CO,7885
3847,32-2021,CT,3859
3848,32-2021,DC,1106
3849,32-2021,DE,1618
3850,32-2021,FL,150651
3851,32-2021,FSM,1
3852,32-2021,GA,43296
3853,32-2021,GU,276
3854,32-2021,HI,4399
3855,32-2021,IA,5291
3856,32-2021,ID,4101
3857,32-2021,IL,21757
3858,32-2021,IN,15982
3859,32-2021,KS,8330
3860,32-2021,KY,18621
3861,32-2021,LA,39816
3862,32-2021,MA,8238
3863,32-2021,MD,5967
3864,32-2021,ME,1455
3865,32-2021,MI,8621
3866,32-2021,MN,7177
3867,32-2021,MO,19423
3868,32-2021,MP,8
3869,32-2021,MS,23616
3870,32-2021,MT,2006
3871,32-2021,NC,35304
3872,32-2021,ND,967
3873,32-2021,NE,2975
3874,32-2021,NH,1275
3875,32-2021,NJ,11607
3876,32-2021,NM,4931
3877,32-2021,NV,7390
3878,32-2021,NY,14707
3879,32-2021,NYC,14122
3880,32-2021,OH,16865
3881,32-2021,OK,14733
3882,32-2021,OR,11956
3883,32-2021,PA,12838
3884,32-2021,PR,6173
3885,32-2021,PW,0
3886,32-2021,RI,1653
3887,32-2021,RMI,0
3888,32-2021,SC,22515
3889,32-2021,SD,844
3890,32-2021,TN,28176
3891,32-2021,TX,98413
3892,32-2021,UT,6041
3893,32-2021,VA,13680
3894,32-2021,VI,335
3895,32-2021,VT,642
3896,32-2021,WA,19307
3897,32-2021,WI,9591
3898,32-2021,WV,3403
3899,32-2021,WY,1851
3900,32-2022,AK,1868
3901,32-2022,AL,13468
3902,32-2022,AR,6302
3903,32-2022,AS,90
3904,32-2022,AZ,13501
3905,32-2022,CA,91940
3906,32-2022,CO,7516
3907,32-2022,CT,4966
3908,32-2022,DC,914
3909,32-2022,DE,2072
3910,32-2022,FL,51538
3911,32-2022,FSM,448
3912,32-2022,GA,24937
3913,32-2022,GU,700
3914,32-2022,HI,3141
3915,32-2022,IA,5264
3916,32-2022,ID,2446
3917,32-2022,IL,26462
3918,32-2022,IN,15574
3919,32-2022,KS,6597
3920,32-2022,KY,12065
3921,32-2022,LA,10801
3922,32-2022,MA,9882
3923,32-2022,MD,10918
3924,32-2022,ME,1463
3925,32-2022,MI,16137
3926,32-2022,MN,10240
3927,32-2022,MO,10835
3928,32-2022,MP,134
3929,32-2022,MS,8826
3930,32-2022,MT,1861
3931,32-2022,NC,29024
3932,32-2022,ND,1775
3933,32-2022,NE,2907
3934,32-2022,NH,1622
3935,32-2022,NJ,19941
3936,32-2022,NM,4823
3937,32-2022,NV,3136
3938,32-2022,NY,17978
3939,32-2022,NYC,22287
3940,32-2022,OH,26016
3941,32-2022,OK,10134
3942,32-2022,OR,6139
3943,32-2022,PA,22509
3944,32-2022,PR,18985
3945,32-2022,PW,0
3946,32-2022,RI,459
3947,32-2022,RMI,1182
3948,32-2022,SC,13340
3949,32-2022,SD,1372
3950,32-2022,TN,18005
3951,32-2022,TX,70895
3952,32-2022,UT,4688
3953,32-2022,VA,18519
3954,32-2022,VI,178
3955,32-2022,VT,629
3956,32-2022,WA,11672
3957,32-2022,WI,12259
3958,32-2022,WV,6151
3959,32-2022,WY,1151
3960,33-2021,AK,3154
3961,33-2021,AL,27908
3962,33-2021,AR,15737
3963,33-2021,AS,0
3964,33-2021,AZ,20365
3965,33-2021,CA,99954
3966,33-2021,CO,10165
3967,33-2021,CT,4011
3968,33-2021,DC,1029
3969,33-2021,DE,2229
3970,33-2021,FL,152814
3971,33-2021,FSM,0
3972,33-2021,GA,55027
3973,33-2021,GU,413
3974,33-2021,HI,4777
3975,33-2021,IA,6144
3976,33-2021,ID,4790
3977,33-2021,IL,24711
3978,33-2021,IN,20993
3979,33-2021,KS,8244
3980,33-2021,KY,25729
3981,33-2021,LA,34312
3982,33-2021,MA,9357
3983,33-2021,MD,6895
3984,33-2021,ME,1871
3985,33-2021,MI,12175
3986,33-2021,MN,8774
3987,33-2021,MO,17000
3988,33-2021,MP,10
3989,33-2021,MS,24710
3990,33-2021,MT,2516
3991,33-2021,NC,39567
3992,33-2021,ND,1470
3993,33-2021,NE,3767
3994,33-2021,NH,1726
3995,33-2021,NJ,13196
3996,33-2021,NM,5369
3997,33-2021,NV,7755
3998,33-2021,NY,17439
3999,33-2021,NYC,14032
4000,33-2021,OH,21010
4001,33-2021,OK,16290
4002,33-2021,OR,14609
4003,33-2021,PA,17169
4004,33-2021,PR,5581
4005,33-2021,PW,0
4006,33-2021,RI,2016
4007,33-2021,RMI,0
4008,33-2021,SC,26923
4009,33-2021,SD,1600
4010,33-2021,TN,36715
4011,33-2021,TX,110572
4012,33-2021,UT,7369
4013,33-2021,VA,13951
4014,33-2021,VI,310
4015,33-2021,VT,714
4016,33-2021,WA,21336
4017,33-2021,WI,10023
4018,33-2021,WV,5451
4019,33-2021,WY,2472
4020,33-2022,AK,1465
4021,33-2022,AL,14641
4022,33-2022,AR,6055
4023,33-2022,AS,0
4024,33-2022,AZ,12244
4025,33-2022,CA,81554
4026,33-2022,CO,6348
4027,33-2022,CT,4261
4028,33-2022,DC,584
4029,33-2022,DE,1983
4030,33-2022,FL,44800
4031,33-2022,FSM,59
4032,33-2022,GA,25766
4033,33-2022,GU,581
4034,33-2022,HI,2656
4035,33-2022,IA,4798
4036,33-2022,ID,2092
4037,33-2022,IL,25084
4038,33-2022,IN,14200
4039,33-2022,KS,5399
4040,33-2022,KY,16234
4041,33-2022,LA,10552
4042,33-2022,MA,9069
4043,33-2022,MD,8754
4044,33-2022,ME,1482
4045,33-2022,MI,23165
4046,33-2022,MN,9948
4047,33-2022,MO,10398
4048,33-2022,MP,82
4049,33-2022,MS,8597
4050,33-2022,MT,1848
4051,33-2022,NC,23715
4052,33-2022,ND,1509
4053,33-2022,NE,2680
4054,33-2022,NH,1326
4055,33-2022,NJ,16809
4056,33-2022,NM,4068
4057,33-2022,NV,2527
4058,33-2022,NY,16004
4059,33-2022,NYC,18109
4060,33-2022,OH,24067
4061,33-2022,OK,9159
4062,33-2022,OR,5755
4063,33-2022,PA,15411
4064,33-2022,PR,13863
4065,33-2022,PW,0
4066,33-2022,RI,1607
4067,33-2022,RMI,8662
4068,33-2022,SC,10682
4069,33-2022,SD,1438
4070,33-2022,TN,22161
4071,33-2022,TX,57043
4072,33-2022,UT,3539
4073,33-2022,VA,17298
4074,33-2022,VI,191
4075,33-2022,VT,423
4076,33-2022,WA,9824
4077,33-2022,WI,11283
4078,33-2022,WV,5428
4079,33-2022,WY,1014
4080,34-2021,AK,3420
4081,34-2021,AL,28123
4082,34-2021,AR,14569
4083,34-2021,AS,0
4084,34-2021,AZ,22989
4085,34-2021,CA,93455
4086,34-2021,CO,11687
4087,34-2021,CT,4787
4088,34-2021,DC,1155
4089,34-2021,DE,2429
4090,34-2021,FL,151855
4091,34-2021,FSM,0
4092,34-2021,GA,63529
4093,34-2021,GU,939
4094,34-2021,HI,5283
4095,34-2021,IA,7447
4096,34-2021,ID,5350
4097,34-2021,IL,25920
4098,34-2021,IN,27528
4099,34-2021,KS,9850
4100,34-2021,KY,31437
4101,34-2021,LA,28728
4102,34-2021,MA,10354
4103,34-2021,MD,7937
4104,34-2021,ME,2271
4105,34-2021,MI,14485
4106,34-2021,MN,10713
4107,34-2021,MO,16029
4108,34-2021,MP,10
